,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,9,신의아들,한,수,3세,56,,송재철,임봉춘,김진태a,,464(11),1.6,1.0,망사,"2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
1,2,12,일격필살,한,수,3세,56,,이현종,강성오,♠김창식,2,489(9),24.2,1.4,계란형큰+,"2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
2,3,4,케이블레이드,한,암,3세,54,,안토니오,토니,♠김형란,4,480(11),3.7,1.8,"계란형큰, 망사눈, 혀끈","2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
3,4,10,라온더삭스,한,암,3세,54,,이혁,박종곤,♠라온산업개발(주),1,453(0),19.1,3.4,망사눈,"2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
4,5,11,매직의함성,한,수,3세,56,,우에다,이관호,황의영,¾,498(-10),15.4,2.6,"계란형큰, 망사눈","2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
5,6,13,넘버원타깃,한,암,4세,54,,신형철,이희영,♠태립,코,486(-6),107.8,5.9,망사,"2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
6,7,2,퍼지퀸,한,암,3세,54,,이철경,조현수,김욱수,목,484(3),57.2,15.5,"망사눈+, 승인편자,망사-","2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
7,8,1,빅포스원,한,암,4세,50,,(-4)김아현,구자흥,서정범,3,509(6),13.1,3.0,망사,"2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
8,9,3,천문,한,수,3세,56,,박현우,배휴준,조금제,11,473(-3),212.6,109.8,망사눈,"2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
9,10,5,댄스머신,한,거,3세,56,,지하주,박천서,김봉섭,3,458(2),84.6,11.3,"반가지큰, 망사눈","2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
10,11,6,금아매저스티,한,수,5세,56,,부민호,심승태,♠금아산업(주),2,530(6),12.8,6.5,"계란형큰, 눈가면","2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
11,12,7,천둥기세,한,수,4세,56,,김효정,배대선,♠(주)디알엠씨티,3,488(-10),93.1,50.1,망사,"2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
12,,8,마성천하,한,수,3세,56,,이용호,서인석,천사들의 안장,출전취소,0(0),----,----,눈가면,"2021년 05월 16일 (일) 제3경주 서울 제 25일 비 불량 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
