,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,10,아이스스타,한,거,3세,52,,(-4)김아현,이관호,♠이경희,,484(9),28.4,7.7,"계란형큰, 망사눈","2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
1,2,5,시크릿보스,한,수,3세,56,,이철경,서홍수,김명식,머리,451(-14),19.6,3.2,망사,"2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
2,3,3,그레이트선더,한,수,3세,56,,조상범,최용건,조건진,1,506(-6),49.4,18.6,"계란형큰, 망사","2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
3,4,12,우승환희,한,암,3세,54,,임기원,김동균,이연수,목,487(8),7.1,1.3,"계란형큰, 망사눈","2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
4,5,9,갑오사랑해,한,암,4세,54,,부민호,김동철,♠김평갑,5,444(-2),12.2,2.8,,"2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
5,6,11,리턴밸리브리,한,수,3세,56,,신형철,홍대유,김인호,코,514(20),3.6,2.3,,"2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
6,7,4,주말의시작,한,암,3세,52,,(-2)임다빈,박윤규,김광영,1¼,464(2),9.1,3.1,,"2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
7,8,6,세명캡틴,한,수,3세,56,,박을운,서정하,이기철,¾,489(14),13.3,3.5,,"2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
8,9,7,국향,한,암,3세,54,,안토니오,박재우,김창만,3,474(5),8.2,8.2,망사,"2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
9,10,1,베오울프,한,수,3세,56,,송재철,송문길,(주)나스카,½,476(2),3.1,1.2,,"2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
10,11,2,센아이,한,수,3세,56,,황순도,임봉춘,♠금악목장,8,513(-3),100.0,17.8,망사눈,"2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
11,12,8,금성패션,한,암,3세,54,,김옥성,김윤섭,조창규,4,467(5),161.0,12.7,망사눈,"2021년 05월 08일 (토) 제2경주 서울 제 22일 맑음 다습 11% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
