,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,5,록뉴스,한,거,4세,52,31,(-3)임다빈,정호익,최종환,,526(5),9.6,3.5,망사눈,"2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
1,2,1,선더윈드,한,수,4세,55,31,이현종,리카디,조건진,4,539(10),9.6,3.5,망사눈,"2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
2,3,4,서울크라운,한,수,4세,55,31,안토니오,이관호,김진엽,1¼,496(-5),9.6,3.5,"계란형큰, 망사눈","2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
3,4,10,블랙참,한,수,3세,54.5,31,김용근,송문길,김세민,1¼,477(-2),9.6,3.5,,"2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
4,5,11,에이피파텍,한,수,4세,56,33,장추열,서범석,♠카도노 시게오,½,482(8),9.6,1.7,"계란형큰, 눈가면","2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
5,6,9,초동로켓,한,수,4세,56,33,문세영,최영주,손병철,3,544(8),9.6,3.5,"망사눈, 승인편자","2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
6,7,7,탱크삭스,한,암,4세,54.5,34,박을운,강환민,♠김창식,목,444(-12),9.6,3.5,망사,"2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
7,8,12,어메이징위즈,한,암,4세,53,31,김정준,송문길,최몽주,목,465(7),9.6,3.5,,"2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
8,9,6,럭키클럽,한,수,3세,55,32,이혁,서홍수,이본희,1½,446(6),9.6,3.5,,"2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
9,10,2,엠제이베스트,한,수,3세,54,30,송재철,임봉춘,♠박정재,1½,479(6),9.6,3.5,"계란형큰, 망사눈","2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
10,11,8,일보등천,한,수,4세,55,31,임기원,안병기,♠김기종,3,517(14),9.6,3.5,망사눈,"2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
11,12,3,금성에이스,한,암,4세,52,31,(-1)문성혁,서인석,조창규,4,498(-5),9.6,3.5,"계란형큰, 망사눈","2021년 01월 08일 (금) 제11경주 서울 제 1일 맑음 양호 9% 15:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
