,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,11,파이어로드,한,수,3세,56.5,,김정준,송문길,손병철,,494(-4),10.7,1.0,망사눈,"2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
1,2,4,진또배기,한,수,3세,56.5,,문세영,지용철,박시용,1,489(23),11.8,9999.9,계란형큰,"2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
2,3,10,레드파인,한,암,4세,55,,함완식,곽영효,♠강균호,½,477(11),9.8,9999.9,,"2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
3,4,9,런던히트,한,암,4세,55,,최범현,안해양,임흥호,1¾,475(4),11.8,9999.9,"자극판+,망사+,계란형큰-,혀끈-","2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
4,5,5,파워뮤직,한,암,4세,55,,박태종,곽영효,이미경,3,470(10),9.8,9999.9,,"2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
5,6,7,원더풀파워,한,수,4세,57,,이혁,손영표,김은갑,2½,490(-2),11.8,9999.9,망사,"2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
6,7,8,회두령,한,수,3세,56.5,,이용호,박재우,권태석,1,492(8),11.8,9999.9,망사,"2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
7,8,2,이터널메모리,한,거,4세,57,,다비드,박재우,♠오종택,¾,476(1),3.9,9999.9,망사,"2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
8,9,1,럭키월드,한,수,3세,56.5,,부민호,김동균,윤대우,5,454(7),11.8,9999.9,"계란형큰+, 망사눈","2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
9,10,6,금아스위프트,한,수,3세,56.5,,박현우,이관호,♠금아산업(주),3,492(-25),11.8,9999.9,"계란형큰, 망사눈","2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
10,11,3,성실머니,한,암,4세,55,,김귀배,박윤규,♠이동훈,4,542(2),9.8,9999.9,망사눈,"2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
11,12,12,새내폭주,한,거,4세,57,,김옥성,홍대유,♠문금철,13,477(7),11.8,9999.9,,"2021년 02월 05일 (금) 제13경주 서울 제 5일 맑음 다습 10% 16:00
국6등급 1700M 별정A 일반 R0~0 연령오픈"
