,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,12,회두령,한,수,3세,56.5,,안토니오,박재우,권태석,,485(-7),8.1,1.3,망사,"2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
1,2,8,큐피드불릿,한,거,3세,56.5,,송재철,송문길,♠서순배,2½,464(-1),5.0,2.0,"계란형큰, 망사눈","2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
2,3,11,탑퀄리티,한,수,3세,56.5,,박태종,박종곤,김정철,목,479(1),8.7,1.4,망사눈,"2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
3,4,3,샤인뮤직,한,암,4세,55,,하정훈,심승태,♠김용래,4,434(-21),46.0,10.0,눈가면,"2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
4,5,5,천마투데이,한,암,3세,54.5,,김효정,배대선,♠박웅진,½,444(-6),1.5,1.2,망사,"2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
5,6,6,보디가드,한,수,3세,56.5,,유승완,조현수,(주)나스카,1¼,481(-3),48.9,3.4,"계란형큰, 망사, 승인편자","2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
6,7,2,아이스스타,한,거,3세,52.5,,(-4)김아현,이관호,♠이경희,1½,475(-17),91.8,13.3,"계란형큰, 망사눈","2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
7,8,4,천둥세자,한,수,3세,56.5,,김동수,김동균,김영근,1,456(6),56.8,8.2,"계란형큰, 망사눈","2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
8,9,7,베스트실버,한,거,4세,57,,황순도,임봉춘,♠김태성,3,491(30),141.5,14.0,,"2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
9,10,14,옥동공주,한,암,3세,54.5,,우에다,손영표,박흥길,1¼,478(-2),35.1,10.3,망사눈+,"2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
10,11,9,정문스타,한,수,3세,56.5,,김옥성,홍대유,김재영b,¾,439(-12),62.8,18.8,,"2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
11,12,10,마이리더,한,수,3세,53.5,,(-3)임다빈,정호익,♠백국인,머리,452(11),114.4,19.9,눈가면,"2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
12,13,1,클라우터,한,거,3세,56.5,,박현우,곽영효,♠김용래,2½,446(-18),86.9,24.3,"계란형큰+,망사눈+","2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
13,14,13,빅포켓,한,거,3세,56.5,,조상범,최봉주,♠이용식,9,479(13),137.2,30.4,망사눈,"2021년 03월 28일 (일) 제3경주 서울 제 11일 흐림 포화 18% 11:35
국6등급 1300M 별정A 일반 R0~0 연령오픈"
