,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,11,흥바라기,한,수,3세,57.5,50,이준철,김대근,♠고광숙,,456(10),3.4,1.2,,"2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
1,2,3,에이투제트,한,수,4세,51,39,(-4)김아현,지용철,최성룡,10,473(5),9999.9,6.1,"계란형큰, 망사눈","2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
2,3,2,금아슈프림,한,거,5세,55,44,먼로,박천서,♠금아산업(주),3,473(11),3.4,1.2,"망사눈, 혀끈","2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
3,4,5,타우러스,한,수,6세,56.5,47,안효리,박병일,♠한명로,¾,489(-9),9999.9,9999.9,망사눈-,"2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
4,5,6,그린다르크,한,암,5세,52.5,43,김정준,구자흥,김재영b,3,470(9),9999.9,9999.9,망사눈,"2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
5,6,7,비평,한,수,5세,57,48,함완식,송문길,씨유네트워크,½,497(2),9999.9,9999.9,,"2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
6,7,10,호프킹덤,한,거,5세,*52,36,김효정,김윤섭,최장석,2,539(15),9999.9,9999.9,망사,"2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
7,8,4,시선집중,한,거,4세,52,38,김동수,조현수,이대만,½,480(6),16.8,3.1,,"2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
8,9,1,싱그러운타임,한,암,5세,52,42,이혁,곽영효,최임규,1¼,469(-8),9999.9,9999.9,망사눈,"2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
9,10,8,초토마,한,거,4세,52,38,김용근,전승규,♠박남성,¾,478(-8),3.4,1.2,"망사, Triabit","2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
10,11,9,사람이라는별,한,수,4세,55.5,45,임기원,안병기,♠우태율,목,551(18),3.4,1.2,"계란형큰, 망사눈","2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
11,12,12,멋진금성,한,수,4세,53.5,41,이현종,박재우,조창규,4,466(14),9999.9,9999.9,,"2021년 01월 15일 (금) 제11경주 서울 제 2일 흐림 양호 6% 14:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
