,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,4,유롱스타,한,암,4세,55,,장추열,정호익,♠장위에셩,,474(-4),20.8,5.6,망사눈,"2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
1,2,1,러닝킹,한,수,3세,56.5,,문세영,지용철,♠오종환,4,510(-3),10.4,5.6,계란형큰+,"2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
2,3,8,플라잉카라,한,거,3세,56.5,,박을운,심승태,♠김형순,2,455(4),2.1,5.6,"계란형큰, 망사","2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
3,4,12,퀸즈투어,한,암,3세,54.5,,조상범,임봉춘,안희철,1,457(1),20.8,5.6,망사+,"2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
4,5,2,라온샹젤리,한,암,3세,54.5,,이혁,박종곤,♠라온건설,코,480(2),20.8,5.6,망사눈,"2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
5,5,6,특권,한,수,3세,53.5,,(-3)임다빈,우창구,이장한,동순위,442(-1),20.8,5.6,,"2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
6,7,5,플라잉인디,한,수,3세,56.5,,신형철,임채덕,♠김형순,4,460(-5),4.2,1.0,"망사눈, Triabit","2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
7,8,3,흑룡가무,한,거,3세,55.5,,(-1)문성혁,서인석,정승희,1,494(-6),20.8,5.6,"자극판, 망사눈","2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
8,9,9,정문지존,한,수,3세,56.5,,송재철,홍대유,김재영b,¾,487(-3),20.8,5.6,,"2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
9,10,11,페페런,한,수,3세,56.5,,김동수,박병일,박기태,4,453(-28),20.8,5.6,,"2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
10,11,7,아이언마스크,한,수,3세,56.5,,권석원,배휴준,♠홍종철,4,485(10),20.8,5.6,,"2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
11,12,10,인디라이트,한,암,3세,54.5,,함완식,최상식,변갑한,목,488(6),20.8,5.6,망사,"2021년 01월 08일 (금) 제2경주 서울 제 1일 맑음 양호 9% 10:30
국6등급 1200M 별정A 일반 R0~0 연령오픈"
