,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,6,불의여왕,한,암,3세,55,,장추열,손영표,박흥길,,483(-4),1.6,1.2,망사+,"2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
1,2,13,성실머니,한,암,4세,55,,김귀배,박윤규,♠이동훈,1,535(-7),33.8,3.3,망사눈,"2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
2,3,7,스마트대보,한,암,3세,55,,김정준,전승규,♠박철근,4,446(-2),27.4,11.3,"망사눈, Triabit","2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
3,4,4,호크아리랑,한,암,5세,55,,우에다,최봉주,♠코리아호스랜드,4,490(4),62.1,12.6,"망사눈, Triabit","2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
4,5,11,큐피드원더,한,암,3세,55,,지하주,이희영,♠서순배,코,453(-1),90.0,24.2,망사눈,"2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
5,6,2,글로리칸,한,암,3세,52,,(-3)임다빈,정호익,정범성,¾,485(-2),33.2,5.7,망사눈,"2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
6,7,9,프린세스삭스,한,암,3세,55,,안토니오,이신영,♠김창식,½,453(-3),3.8,1.1,양털코,"2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
7,8,8,아라크투윈,한,암,3세,55,,조상범,배휴준,양현모,목,458(1),86.1,30.4,눈가면,"2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
8,9,5,르루아블랑,한,암,4세,55,,신형철,박천서,♠박병룡,2,461(5),16.3,2.7,망사눈,"2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
9,10,10,라온더최강,한,암,3세,55,,박태종,박종곤,♠라온건설,코,426(7),11.0,5.5,,"2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
10,11,12,남산초콜릿,한,암,3세,55,,문세영,토니,♠이기선,코,447(-8),42.4,5.7,"계란형큰,망사+,망사눈-","2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
11,12,14,퍼펙트라이트,한,암,4세,55,,문정균,우창구,변갑한,6,438(-1),90.0,69.2,"반가지큰, 망사눈","2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
12,13,1,지산꽃,한,암,3세,55,,유승완,박대흥,♠이기선,5,424(9),116.0,35.0,망사,"2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
13,14,3,빅토리샘,한,암,3세,55,,최범현,곽영효,이효선,3,455(5),35.0,1.9,"계란형큰,망사눈+","2021년 04월 03일 (토) 제1경주 서울 제 12일 비 다습 12% 11:00
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
