,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,1,남산시대,한,수,3세,57,,빅투아르,박병일,♠이기선,,484(-1),1.5,1.0,"계란형큰,혀끈+","2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
1,2,13,어서와,한,수,3세,57,,함완식,강환민,♠강용식,머리,473(7),13.9,2.3,"계란형큰, 망사눈","2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
2,3,12,신대로,한,수,4세,57,,문정균,최용건,박정배,6,471(-5),7.6,2.1,계란형큰,"2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
3,4,9,걸작맨,한,거,3세,57,,김동수,박윤규,박덕희,목,471(0),58.3,5.6,"계란형큰, 눈가면","2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
4,5,10,정문폭주,한,수,3세,57,,하정훈,홍대유,김재영b,¾,490(-11),25.5,7.9,,"2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
5,6,6,신데렐라,한,암,4세,55,,이철경,서홍수,이본희,¾,430(3),62.0,18.0,망사눈,"2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
6,7,7,엠제이스톰,한,수,3세,57,,송재철,김동균,♠박정재,코,505(-10),8.1,5.2,"계란형큰, 망사눈","2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
7,8,4,특급여왕,한,암,3세,55,,박태종,최봉주,말사모,1¾,450(5),21.1,2.8,망사눈,"2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
8,9,11,청담여걸,한,암,4세,55,,장추열,박대흥,♠삼정,¾,481(-4),13.0,1.7,"계란형큰, 혀끈","2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
9,10,3,윈디러시,한,암,4세,55,,이현종,구자흥,제주축협,머리,473(-2),26.8,5.8,"반가지큰+, 망사눈","2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
10,11,2,매직의함성,한,수,3세,57,,우에다,이관호,황의영,¾,508(-5),149.8,25.5,"계란형큰, 망사눈","2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
11,12,8,아이언로즈,한,암,3세,55,,조상범,신삼영,♠김선식,1¾,478(-3),110.8,16.4,망사눈,"2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
12,13,5,다나은석세스,한,거,4세,57,,정정희,박천서,이진경,12,465(-6),201.3,75.2,망사눈,"2021년 04월 10일 (토) 제3경주 서울 제 14일 맑음 양호 6% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
