,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,11,정상여신,한,암,5세,55,47,김용근,강환민,♠정동진,,502(-7),30.8,4.2,"계란형큰, 망사","2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
1,2,4,제이에스군주,미,거,4세,57,45,임기원,박재우,♠김태성,1¾,494(0),7.4,2.2,망사눈,"2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
2,3,6,장산탱크,미,거,4세,57,46,문세영,최용건,♠김병진,3,519(0),4.3,1.6,"망사눈,계란형큰-","2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
3,4,9,정상킹덤,미,수,4세,54,36,김옥성,박희철,♠정동진,1¾,518(4),161.8,25.8,계란형큰,"2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
4,5,13,절예,미,암,4세,56,48,조상범,지용철,♠조용학,코,500(7),22.6,4.2,계란형큰,"2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
5,6,12,에이스파워풀,미,거,4세,54,36,지하주,박천서,윤훈현,½,457(-4),51.7,4.3,망사눈,"2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
6,7,5,당찬세력,미,거,3세,53.5,38,최범현,강성오,♠김기종,4,450(-15),5.0,1.7,망사,"2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
7,8,1,천지명장,미,수,5세,55,40,우에다,손영표,최임규,½,446(1),342.7,50.7,"계란형큰, 망사눈","2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
8,9,2,심플스타일,한,수,4세,54,38,송재철,송문길,(주)나스카,1¾,471(-4),8.1,3.7,망사눈,"2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
9,10,10,베링맨,미,거,3세,54.5,41,먼로,박천서,♠박평양,½,469(13),3.8,1.7,"망사, 반가지큰","2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
10,11,14,퍼스트드림,미,수,4세,54,36,김효정,안병기,♠김광명,4,503(0),145.6,52.0,"계란형큰, 망사눈","2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
11,12,7,문학의전사,미,수,5세,56,44,황순도,박재우,김재영a,1,514(-17),241.3,18.5,"반가지큰, 망사눈","2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
12,13,8,엘리트라인,미,수,4세,54,36,신형철,이희영,♠태희종합건설,1,509(-2),6.2,3.3,"망사, 승인편자","2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
13,14,3,대군의길,미,수,5세,58,48,문정균,구자흥,♠표종순,3,503(4),52.8,16.6,"승인편자, 눈가면","2021년 03월 21일 (일) 제14경주 서울 제 10일 맑음 건조 5% 17:30
혼4등급 1800M 별정B 일반 R1~50 연령오픈"
