,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,3,브라보메이,한,거,3세,57,,이혁,서범석,♠오상철,,486(-8),7.3,8.1,망사,"2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
1,2,6,새내윈,한,수,3세,57,,최범현,홍대유,♠문금철,½,478(-6),86.6,11.8,망사눈,"2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
2,3,4,베스트스톰,한,수,4세,57,,안토니오,박재우,♠박정재,1¼,490(3),4.1,2.2,망사눈,"2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
3,4,5,골드케이,한,거,3세,57,,장추열,박대흥,강경운,코,463(0),15.3,2.5,망사,"2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
4,5,11,빅레드,한,수,3세,57,,이용호,서인석,홍상기,2½,478(0),12.2,3.7,자극판,"2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
5,6,9,대세만세,한,암,3세,55,,우에다,박희철,신영식,머리,484(-11),9.5,1.6,"계란형큰, 망사눈","2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
6,7,2,히트에이스,한,암,3세,55,,함완식,이관호,정승희,¾,479(2),10.1,1.6,망사,"2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
7,8,12,콘도르여왕,한,암,4세,55,,박태종,김점오,문창완,1½,482(-9),3.6,1.6,망사눈,"2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
8,9,14,바이킹하트,한,거,3세,57,,송재철,이신영,♠(주)디알엠씨티,2,464(10),74.1,26.8,계란형큰,"2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
9,10,13,위닝질주,한,거,3세,57,,부민호,김동철,♠양순희,코,464(17),162.5,115.8,망사,"2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
10,11,8,천상성,한,수,3세,57,,먼로,최용건,임정균,½,489(10),5.7,3.1,"계란형큰,눈가면+,망사-","2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
11,12,1,제이이글,한,암,3세,55,,김정준,송문길,허장원,목,434(15),72.8,7.1,,"2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
12,13,7,클라우터,한,거,3세,57,,박상우,곽영효,♠김용래,6,470(24),103.8,50.8,"계란형큰, 망사눈","2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
13,14,10,울돌목영웅,한,거,3세,57,,박병윤,박천서,이창모,6,433(6),140.7,43.6,"혀끈,눈가면+,망사눈-","2021년 04월 24일 (토) 제3경주 서울 제 18일 맑음 건조 4% 13:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
