,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,10,록파이터,한,수,3세,56,,김동수,최상식,강승연,,478(2),1.9,1.3,눈가면,"2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
1,2,12,라스트보스,한,수,3세,56,,이혁,지용철,♠김선식,1¾,481(0),6.4,1.9,,"2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
2,3,8,금아스위프트,한,거,3세,56,,송재철,이관호,♠금아산업(주),4,511(12),6.2,2.8,"계란형큰, 망사눈","2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
3,4,9,스피드플라잉,한,암,5세,54,,박을운,조현수,최몽주,¾,485(5),10.3,4.6,"계란형큰, 눈가면","2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
4,5,7,신데렐라,한,암,4세,54,,이철경,서홍수,이본희,1½,430(-1),9.5,1.8,"반가지큰+, 망사눈","2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
5,6,5,해피먼스,한,암,4세,54,,빅투아르,박윤규,박덕희,1¾,512(11),27.6,3.6,"계란형큰, 망사눈","2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
6,7,3,내길의축복,한,암,4세,54,,함완식,홍대유,유종국,2½,489(8),22.6,2.2,,"2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
7,8,6,원더풀캣,한,암,4세,54,,문정균,임채덕,♠(주)녹원목장,2½,424(2),11.8,2.8,"계란형큰, 망사","2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
8,9,2,원더풀원더,한,암,3세,54,,문성혁,최봉주,윤지중,6,461(5),101.0,31.2,"계란형큰, 망사눈","2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
9,10,4,리쉬부르,한,거,5세,56,,박병윤,박천서,♠박병룡,9,462(1),73.0,28.0,"망사눈, 혀끈","2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
10,11,11,베스트실버,한,거,4세,56,,황순도,임봉춘,♠김태성,19,486(-5),34.8,7.2,,"2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
11,,1,예스아이캔,한,거,3세,56,,박현우,안해양,김길중,출전취소,0(0),----,----,망사눈,"2021년 05월 09일 (일) 제4경주 서울 제 23일 맑음 다습 10% 12:45
국6등급 1300M 별정A 일반 R0~0 연령오픈"
