,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,4,글로벌신화,미,수,3세,55.5,43,함완식,최상식,♠장재형,,490(2),2.9,2.1,"계란형큰, 망사","2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
1,2,8,별나라질주,미,수,3세,53,38,최범현,박대흥,조경수,4,493(14),15.2,3.6,망사,"2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
2,3,1,몬스터케이,미,거,3세,52,36,박태종,우창구,강경운,½,490(1),40.3,6.3,"망사+,망사눈-","2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
3,4,6,디스챌린지,미,거,3세,53,38,문성혁,서인석,최상기,½,459(5),20.2,7.3,,"2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
4,5,12,메디치스토리,호,수,5세,52.5,37,김정준,송문길,(주)나스카,1¼,494(12),29.7,5.1,"망사눈, 혀끈","2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
5,6,14,내생애최고,미,수,3세,52.5,45,(-4)김아현,안병기,♠우태율,2½,465(5),5.1,2.5,망사눈,"2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
6,7,5,최고레이스,미,수,3세,53,38,먼로,강성오,♠함춘,½,490(1),3.3,1.9,"계란형큰, 양털코","2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
7,8,2,마이로미오,미,거,4세,52.5,37,박을운,이관호,♠(주)디알엠씨티,코,497(10),78.0,6.2,"계란형큰, 망사, 혀끈","2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
8,9,7,유니콘브라보,미,수,3세,53,38,박현우,최용구,권태석,1,479(8),24.2,1.7,"계란형큰,망사+,망사눈-","2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
9,10,9,로렐파워,미,거,3세,53,38,김귀배,최봉주,박충범,½,528(14),42.3,2.7,,"2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
10,11,3,그린질주,미,암,3세,*52,37,이혁,홍대유,김재영b,목,467(-1),12.3,3.3,망사눈,"2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
11,12,13,천군,미,거,4세,52,36,조상범,이관호,황은호,½,463(-5),193.2,43.9,망사눈,"2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
12,13,10,이스트포인트,호,거,4세,52,36,김동수,박재우,김영구,½,449(1),18.6,13.3,,"2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
13,14,11,선녀예찬,호,암,4세,*52,37,하정훈,임봉춘,이장운,19,439(-8),139.4,41.3,"자극판, 눈가면","2021년 05월 09일 (일) 제7경주 서울 제 23일 맑음 다습 10% 15:40
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈"
