,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,8,위너콰드릴,한,암,4세,54,31,최범현,박대흥,♠요시다 가츠미,,450(-5),3.6,2.1,망사눈,"2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
1,2,5,킹에이스,한,수,4세,57,35,유승완,전승규,♠박철근,1½,496(-11),2.0,2.1,"승인편자, 혀끈, Triabit, 눈가면","2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
2,3,12,챌린지삭스,한,암,4세,54,31,이현종,이관호,♠김창식,1½,457(-1),9999.9,9999.9,"계란형큰, 망사","2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
3,4,3,매직플랜,한,암,4세,54,30,장추열,정호익,황봉기,1¼,464(-1),4.3,2.1,"계란형큰, 망사눈","2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
4,5,1,대지여걸,한,암,5세,55,34,김정준,최영주,말사모,½,446(3),9999.9,2.1,망사눈,"2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
5,6,10,만세,한,거,4세,56,30,조상범,임봉춘,김진태a,1¼,471(-13),9999.9,9999.9,"반가지큰, 망사눈","2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
6,7,6,코리안펄,한,거,4세,57,32,빅투아르,서홍수,박순옥,목,435(-19),9999.9,2.1,"계란형큰, 망사","2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
7,8,7,페더럴킹,한,수,4세,53,35,(-4)김아현,지용철,♠금악목장,2½,510(1),9999.9,2.1,"망사눈, Triabit","2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
8,9,4,천지울림,한,거,4세,56,29,이준철,김대근,♠고광숙,1¾,476(4),9999.9,2.1,망사눈-,"2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
9,10,2,원더풀라이트,한,암,4세,54,30,이혁,최상식,변갑한,2½,468(-1),9999.9,2.1,,"2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
10,11,11,마칼루파워,한,수,4세,55,27,다비드,서홍수,김세민,7,457(-9),9999.9,9999.9,망사,"2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
11,12,9,런던퀸,한,암,3세,53.5,30,김귀배,안해양,임흥호,7,466(-16),4.3,9999.9,,"2021년 01월 29일 (금) 제11경주 서울 제 4일 맑음 다습 11% 15:05
국5등급 1400M 별정B 일반 R1~35 연령오픈"
