,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,11,바이스로이,한,거,3세,56,,이혁,임봉춘,김진태a,,463(-10),2.6,1.4,망사,"2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
1,2,12,탑퀄리티,한,거,3세,56,,박태종,박종곤,김정철,5,473(-6),2.0,1.0,망사눈,"2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
2,3,8,유정챔프,한,수,3세,56,,이철경,서인석,♠이성님,3,483(2),30.6,5.2,계란형큰,"2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
3,4,10,방탄여걸,한,암,3세,54,,하정훈,이관호,♠김태권,3,423(-2),13.1,5.0,"계란형큰, 망사","2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
4,5,6,로열영광,한,수,3세,56,,문성혁,박병일,이장호,1¼,458(-9),19.8,1.2,"계란형큰, 망사눈","2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
5,6,1,어드밴스,한,암,4세,50,,(-4)김아현,최봉주,정승희,머리,433(4),6.1,1.6,망사눈,"2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
6,7,4,위닝메이커,한,암,3세,52,,(-2)임다빈,조현수,김갑수,6,475(7),59.3,11.3,"계란형큰, 망사","2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
7,8,5,텐스타,한,암,3세,54,,부민호,김동철,♠김선식,2,447(-2),553.1,31.7,망사눈-,"2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
8,9,2,디바인파워,한,수,4세,56,,우에다,손영표,류재욱,¾,481(10),148.2,20.1,망사눈,"2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
9,10,3,슈퍼파크,한,암,4세,54,,정정희,배휴준,♠이성재,4,461(-8),414.8,29.5,"망사,계란형큰-","2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
10,11,9,금아임패커블,한,거,5세,56,,김효정,배대선,♠금아산업(주),12,513(5),127.6,31.7,망사눈,"2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
11,,7,케이엔파크,한,거,3세,56,,안토니오,박대흥,조경수,출전제외,0(0),----,----,계란형큰,"2021년 05월 16일 (일) 제1경주 서울 제 25일 비 불량 10:45
국6등급 1200M 별정A 일반 R0~0 연령오픈"
