,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,5,라온더파이터,한,수,3세,52.5,40,이혁,박종곤,♠라온산업개발(주),,478(4),1.5,1.2,망사눈,"2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
1,2,6,천지여걸,한,암,4세,53,44,함완식,김동균,최임규,8,476(-4),7.5,1.6,"계란형큰, 망사눈","2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
2,3,13,멋진금성,한,수,4세,53.5,41,황순도,박재우,조창규,½,459(-7),191.6,51.2,,"2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
3,4,11,에이투제트,한,수,4세,54,42,문정균,지용철,최성룡,1½,469(-4),16.2,4.2,"계란형큰, 망사눈","2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
4,5,10,비평,한,수,5세,57,48,윤태혁,송문길,씨유네트워크,¾,497(0),75.1,7.3,,"2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
5,6,7,그린다르크,한,암,5세,52.5,43,김정준,구자흥,김재영b,¾,454(-16),51.4,5.6,망사눈,"2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
6,7,4,싱그러운타임,한,암,5세,*52,41,김효정,곽영효,최임규,3,482(13),86.3,5.4,망사눈,"2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
7,8,1,럭키명호,한,수,4세,55.5,45,안토니오,박재우,최기영,머리,534(3),8.3,1.7,망사,"2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
8,9,12,불의퀸,한,암,5세,53,44,다비드,손영표,피엔에스홈즈,5,471(-7),205.5,37.0,"계란형큰, 망사눈","2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
9,10,8,사람이라는별,한,수,4세,55.5,45,임기원,안병기,♠우태율,2,528(-23),5.4,1.8,"계란형큰, 망사눈","2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
10,11,3,블랙윙윙,한,암,5세,*52,36,하정훈,심승태,김지훈,코,526(9),176.5,17.8,"Triabit+,계란형큰-","2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
11,12,9,마이멤버,한,암,4세,51,38,(-3)임다빈,정호익,♠백국인,6,477(2),27.8,3.2,"반가지큰, 눈가면","2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
12,13,14,백두의정상,한,거,6세,52.5,39,김옥성,김동철,♠코리아호스랜드,9,480(2),459.4,86.8,"계란형큰, 눈가면","2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
13,,2,최강영천,한,수,3세,52.5,40,유승완,박대흥,영천시청,출전취소,0(0),----,----,망사,"2021년 03월 07일 (일) 제9경주 서울 제 8일 맑음 다습 11% 15:00
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
