,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,12,리드보컬,한,암,3세,54.5,,임기원,안병기,강현철,,493(7),9.7,2.1,망사눈,"2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
1,2,1,레드파인,한,암,4세,55,,함완식,곽영효,♠강균호,1¼,483(6),3.8,1.3,,"2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
2,3,5,테이크하트,한,암,3세,54.5,,김용근,임봉춘,홍종운,3,451(2),7.4,1.5,"망사,계란형큰-","2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
3,4,7,아침함성,한,암,3세,54.5,,우에다,박희철,이미경,1,445(3),23.8,4.5,"계란형큰+, 망사눈","2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
4,5,6,브이퀸,한,암,3세,54.5,,박현우,박천서,♠박평양,1½,470(4),19.8,4.8,"망사, 혀끈, Triabit","2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
5,6,11,스틸더패션,한,암,3세,54.5,,먼로,박병일,♠임동현,½,501(1),2.4,1.9,혀끈,"2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
6,7,10,위닝메이커,한,암,3세,54.5,,김효정,조현수,김갑수,5,468(8),142.3,59.1,"계란형큰, 망사","2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
7,8,3,런던히트,한,암,4세,55,,최범현,안해양,임흥호,1½,486(11),10.3,3.0,"자극판, 망사","2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
8,9,2,본투글로리,한,암,4세,55,,빅투아르,최봉주,박정배,3,488(11),36.0,11.5,"계란형큰, 망사눈","2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
9,10,8,블루비치,한,암,3세,54.5,,조상범,강환민,이종원,½,461(13),64.0,18.2,망사,"2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
10,11,4,대지의여걸,한,암,3세,54.5,,김동수,강성오,김명식,½,454(5),14.2,3.1,망사눈,"2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
11,12,14,그린최강,한,암,3세,54.5,,하정훈,홍대유,김재영b,5,466(10),170.8,41.0,눈가면,"2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
12,13,13,터치마이아델,한,암,5세,55,,유승완,송문길,이종훈,8,506(19),63.8,12.5,망사,"2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
13,,9,호크퀸,한,암,3세,50.5,,(-4)김아현,지용철,♠코리아호스랜드,출전제외,454(3),----,----,망사,"2021년 03월 28일 (일) 제5경주 서울 제 11일 흐림 포화 18% 13:00
국6등급 1400M 별정A 일반 R0~0 연령오픈 암"
