,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,9,별나라신사,미,수,4세,58,65,문세영,박대흥,조경수,,459(-2),2.5,1.3,망사,"2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
1,2,14,블루마카롱,미,암,4세,55,63,이준철,김대근,♠최병욱,8,467(-1),4.4,1.5,망사눈,"2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
2,3,7,샤크짱,미,수,4세,*52,51,김옥성,이희영,이종길,½,485(-4),25.1,8.9,"계란형큰, 망사눈","2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
3,4,12,멋진왕자,미,수,4세,57,63,송재철,박윤규,정기찬,1,508(-9),21.8,3.8,망사눈-,"2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
4,5,10,고고비,캐,암,5세,55.5,64,김정준,김윤섭,김재용,1,470(3),125.9,5.4,,"2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
5,6,3,제마특급,한,암,5세,*52,51,이철경,조현수,♠김봉겸,머리,480(-7),61.7,10.9,망사,"2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
6,7,1,문학보스,미,수,4세,55,63,(-2)임다빈,박종곤,권경자,1¼,469(-10),10.4,3.1,,"2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
7,8,5,요리조리,미,암,6세,51,52,박태종,곽영효,황봉기,코,506(7),355.2,14.4,"계란형큰, 망사눈","2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
8,9,13,글로벌삭스,미,거,4세,52.5,54,먼로,강성오,♠김창식,2½,462(9),3.1,2.1,"계란형큰, 눈가면","2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
9,10,11,제주의흑선,한,암,6세,*52,52,박상우,서범석,♠무라카미 켄세이,코,488(11),99.3,7.3,"계란형큰, 망사","2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
10,11,6,아미고라로,미,거,4세,51,48,방춘식,박천서,♠김종진,1¼,451(3),42.7,6.5,"반가지큰, 망사눈, 혀끈","2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
11,12,8,슬립웰,미,수,4세,55.5,60,우에다,임봉춘,채승배,4,473(-8),33.1,6.4,눈가면,"2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
12,13,2,호크행진곡,한,수,5세,*52,51,장추열,최봉주,♠오종환,13,498(-4),38.2,2.9,망사눈,"2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
13,14,4,글로벌파티,미,거,4세,*52,51,지하주,최상식,♠장재형,15,535(15),365.2,72.6,망사눈,"2021년 05월 02일 (일) 제6경주 서울 제 21일 맑음 포화 16% 14:45
혼3등급 1400M 핸디캡 일반 R1~65 연령오픈"
