,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,8,조이풀케이,한,암,4세,55,,최범현,강환민,강경운,,454(-3),2.6,1.4,"계란형큰, 망사","2021년 04월 04일 (일) 제3경주 서울 제 13일 맑음 포화 16% 11:40
국6등급 1300M 별정A 일반 R0~0 연령오픈 암"
1,2,9,유롱스타,한,암,4세,52,,(-3)임다빈,정호익,♠장위에셩,8,482(-5),2.2,1.2,망사눈,"2021년 04월 04일 (일) 제3경주 서울 제 13일 맑음 포화 16% 11:40
국6등급 1300M 별정A 일반 R0~0 연령오픈 암"
2,3,3,미스엘리트,한,암,4세,55,,빅투아르,서홍수,♠태희종합건설,1¼,425(2),9.9,1.8,망사,"2021년 04월 04일 (일) 제3경주 서울 제 13일 맑음 포화 16% 11:40
국6등급 1300M 별정A 일반 R0~0 연령오픈 암"
3,4,6,대승가온,한,암,4세,54,,(-1)문성혁,서인석,문석현,2½,431(9),77.3,7.2,,"2021년 04월 04일 (일) 제3경주 서울 제 13일 맑음 포화 16% 11:40
국6등급 1300M 별정A 일반 R0~0 연령오픈 암"
4,5,7,농본락,한,암,4세,55,,김효정,배대선,♠김용래,목,428(-3),23.2,3.0,망사,"2021년 04월 04일 (일) 제3경주 서울 제 13일 맑음 포화 16% 11:40
국6등급 1300M 별정A 일반 R0~0 연령오픈 암"
5,6,2,사려니퀸,한,암,4세,55,,임기원,구자흥,♠오영익,¾,461(4),6.9,1.3,망사눈,"2021년 04월 04일 (일) 제3경주 서울 제 13일 맑음 포화 16% 11:40
국6등급 1300M 별정A 일반 R0~0 연령오픈 암"
6,7,10,마하조던,한,암,3세,55,,하정훈,심승태,장철환,1¼,433(10),143.9,21.7,"계란형큰, 망사눈","2021년 04월 04일 (일) 제3경주 서울 제 13일 맑음 포화 16% 11:40
국6등급 1300M 별정A 일반 R0~0 연령오픈 암"
7,8,4,쏘아라가즈,한,암,3세,55,,이준철,김대근,현태봉,7,457(9),199.3,13.7,,"2021년 04월 04일 (일) 제3경주 서울 제 13일 맑음 포화 16% 11:40
국6등급 1300M 별정A 일반 R0~0 연령오픈 암"
8,9,5,텐스타,한,암,3세,55,,부민호,김동철,♠김선식,2½,453(17),61.0,28.1,망사눈,"2021년 04월 04일 (일) 제3경주 서울 제 13일 맑음 포화 16% 11:40
국6등급 1300M 별정A 일반 R0~0 연령오픈 암"
9,10,1,컴플리트챔프,한,암,3세,55,,유승완,조현수,♠장세준,7,494(7),14.0,3.8,승인편자,"2021년 04월 04일 (일) 제3경주 서울 제 13일 맑음 포화 16% 11:40
국6등급 1300M 별정A 일반 R0~0 연령오픈 암"
