,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,5,원더풀이블,한,수,5세,58,78,최범현,서범석,♠지대섭,,497(10),9999.9,3.2,"계란형큰, 망사눈","2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
1,2,7,블루키톤,미,수,4세,55,69,이준철,김대근,♠최병욱,6,478(-11),9999.9,3.2,,"2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
2,3,2,레이먼드,한,수,5세,57,76,문세영,이관호,♠박남성,목,484(-2),9999.9,3.2,양털코,"2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
3,4,3,클린업보드,미,수,6세,58,80,함완식,김동균,씨유네트워크,½,530(4),9999.9,3.2,망사눈,"2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
4,5,12,위너브라운,한,수,5세,56,72,김정준,최영주,손병현,1,517(-7),1.0,1.6,망사,"2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
5,6,9,금아홀섬,미,거,5세,55,71,이현종,이신영,♠금아산업(주),3,518(-3),9999.9,3.2,망사,"2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
6,7,1,골드해머,호,수,6세,54,67,송재철,송문길,(주)나스카,2½,513(10),9999.9,3.2,,"2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
7,8,6,소중한만남,미,수,7세,54,68,이철경,서인석,최영훈,1¾,470(-10),9999.9,3.2,"계란형큰, 눈가면","2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
8,9,10,블루울프,미,암,6세,55,75,유승완,임봉춘,지앤지프로덕션,1½,447(8),9999.9,3.2,망사,"2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
9,10,4,토함산파워,한,수,5세,54,66,김효정,배대선,♠박웅진,1¼,503(0),9999.9,3.2,망사,"2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
10,11,8,제왕의별,한,수,6세,54,68,김동수,임채덕,♠(주)녹원목장,4,457(0),9999.9,3.2,"계란형큰, 망사눈, 승인편자","2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
11,,11,오케이연답,미,암,7세,56,79,박태종,우창구,♠오종택,출전제외,0(0),----,----,"망사눈, Triabit","2021년 01월 22일 (금) 제15경주 서울 제 3일 흐림 다습 12% 17:00
2등급 1800M 별정B 일반 R1~80 연령오픈"
