,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,11,티즈플랜,미,수,6세,57,134,빅투아르,박재우,권경자,,498(-8),3.7,1.1,,"2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
1,2,6,문학치프,미,수,6세,60,140,문세영,정호익,권경자,2,543(0),1.6,1.2,망사눈,"2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
2,3,3,브리가디어제너럴,호,수,5세,*52,84,송재철,서범석,♠청팅콩,1¼,487(0),37.1,4.5,망사눈,"2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
3,4,10,울트라로켓,한,거,7세,51,113,박태종,안병기,♠조명식,코,502(15),32.6,3.0,"계란형큰, 망사","2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
4,5,1,원더풀이블,한,수,5세,*52,85,최범현,서범석,♠지대섭,2½,489(-8),40.7,5.1,"계란형큰, 망사눈","2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
5,6,14,우리,미,수,5세,51,81,우에다,임봉춘,김진태a,목,501(2),134.4,17.0,"반가지큰, 망사눈","2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
6,7,8,청담제왕,미,수,6세,*52,102,조상범,서인석,♠삼정,2½,534(5),62.6,15.2,"반가지큰, 눈가면","2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
7,8,4,메갈리오스,미,수,6세,*52,83,방춘식,이관호,이재원,코,486(8),507.7,45.4,망사눈,"2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
8,9,2,장산카우보이,미,거,8세,51,95,김용근,리카디,♠삼정,코,492(-2),326.4,69.3,"망사, 혀끈","2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
9,10,9,더검푸,미,수,4세,51,83,다비드,토니,♠한명로,1,499(-6),6.3,2.5,"계란형큰, 망사눈","2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
10,11,5,샴로커,미,수,8세,53.5,127,함완식,송문길,최몽주,1½,499(-2),27.7,2.6,망사,"2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
11,12,7,토스코노바캣,미,수,6세,51,104,임기원,구자흥,♠표종순,¾,521(0),39.1,4.0,"반가지큰,망사-","2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
12,13,12,선더라이트,미,수,7세,*52,96,유승완,우창구,변갑한,7,517(-6),170.1,55.5,망사,"2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
13,14,13,플래티넘유로,한,거,5세,*52,83,이혁,최용건,박성구,5,523(-11),63.5,15.6,"계란형큰, 망사눈","2021년 03월 21일 (일) 제15경주 서울 제 10일 맑음 건조 5% 18:00
1등급 2000M 핸디캡 일반 R1~140 연령오픈"
