,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,11,흥록대부,미,거,3세,53.5,38,조한별,김대근,♠고광숙,,487(10),9999.9,9999.9,,"2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
1,2,7,새내아이린,미,암,4세,52,47,(-3)임다빈,홍대유,♠문금철,1¼,468(-7),9999.9,9999.9,,"2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
2,3,6,피버디니,미,거,4세,54,37,신형철,전승규,♠김광명,2½,454(5),9999.9,9999.9,"망사눈, 혀끈, Triabit","2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
3,4,12,당찬세력,미,수,3세,53.5,38,김용근,강성오,♠김기종,1½,465(-4),9999.9,9999.9,망사,"2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
4,5,4,발베니,미,수,3세,56.5,45,임기원,최용구,♠강무웅,코,492(-3),2.4,9999.9,반가지큰,"2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
5,6,2,에코빅터,미,거,4세,58,49,박태종,김점오,♠이일형,2,505(-8),2.4,9999.9,"반가지큰, 망사눈","2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
6,7,5,두손장군,미,수,3세,53.5,38,장추열,정호익,이도명,5,511(-11),2.4,9999.9,망사눈,"2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
7,8,9,에이스레전드,미,거,4세,54,37,하정훈,토니,김광두,1¼,450(24),9999.9,9999.9,"계란형큰, 망사,혀끈+","2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
8,9,1,판타스틱,미,암,4세,51,37,(-4)김아현,박대흥,청수,코,442(-14),9999.9,9999.9,망사눈,"2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
9,10,10,큐피드베이브,뉴,거,4세,54,38,먼로,신삼영,♠서순배,3,473(13),9999.9,9999.9,망사,"2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
10,11,3,나는스타,미,암,4세,55,47,박을운,김동균,길용우,¾,432(-6),9999.9,9999.9,망사눈,"2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
11,12,8,강남맨,미,수,4세,55,40,이혁,박천서,♠박평양,½,422(-24),9999.9,9999.9,"망사눈, Triabit","2021년 01월 15일 (금) 제9경주 서울 제 2일 흐림 양호 6% 13:00
혼4등급 1400M 별정B 일반 R1~50 연령오픈"
