,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,6,에이스함성,한,수,4세,53.5,27,함완식,이관호,황의영,,499(3),58.9,9.9,"계란형큰, 망사눈","2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
1,2,3,야호골든캣,한,수,4세,56.5,33,빅투아르,박재우,이태식,1,492(-12),15.3,1.7,망사눈,"2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
2,3,7,슈퍼챔피언,한,수,3세,57,35,신형철,전승규,♠신우철,¾,460(-5),2.0,1.2,"망사,Triabit+,계란형큰-","2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
3,4,8,봄날의기억,한,수,4세,54.5,29,먼로,안병기,♠우태율,½,508(-1),60.1,11.5,"계란형큰, 망사눈","2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
4,5,4,땡큐대천,한,수,4세,52,30,(-3)임다빈,정호익,♠강용식,¾,517(15),14.5,3.4,망사눈,"2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
5,6,5,대군옥,한,암,5세,54,32,조상범,구자흥,표종진,3,474(5),118.0,18.1,"반가지큰, 망사눈","2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
6,7,2,알찬누리,한,거,4세,54,28,안토니오,정호익,♠김광명,½,481(-2),6.4,3.3,"계란형큰, 망사눈","2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
7,8,9,킹칸모르,한,수,4세,57,34,이철경,서인석,이중연,목,495(0),17.1,4.6,"반가지큰, 망사눈","2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
8,9,12,아델머스탱,한,수,3세,54.5,30,우에다,송문길,이종훈,¾,461(0),83.5,13.3,,"2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
9,10,13,골디락스,한,수,4세,56,32,임기원,조현수,(주)나스카,코,537(-7),28.5,6.0,"계란형큰, 망사눈, 승인편자","2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
10,11,10,안양호랑이,한,암,4세,54,32,이혁,홍대유,(주)에이에프피,¾,475(7),6.9,2.9,계란형큰,"2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
11,12,14,라온스페셜,한,암,4세,53,30,최범현,박종곤,♠라온산업개발(주),1¾,449(8),20.8,4.1,망사눈,"2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
12,13,11,파이팅대디,한,거,3세,55.5,32,박태종,최봉주,김정철,3,504(25),9.5,2.3,,"2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
13,14,1,원더풀댄서,한,거,5세,53.5,29,(-1)문성혁,배휴준,♠(주)녹원목장,29,489(-2),760.7,137.5,망사눈,"2021년 03월 14일 (일) 제7경주 서울 제 9일 흐림 건조 4% 14:00
국5등급 1400M 핸디캡 일반 R1~35 연령오픈"
