,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,8,스피드고,한,수,4세,*52,52,문성혁,서인석,고재완,,497(4),1.9,1.3,"계란형큰, 눈가면","2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
1,2,7,클린업해피,한,거,4세,55.5,60,안토니오,박재우,씨유네트워크,5,518(1),2.8,2.0,망사눈,"2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
2,3,12,검포,한,수,4세,55.5,60,이현종,박병일,드림커뮤니티,½,479(1),10.5,1.5,망사,"2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
3,4,1,대군파워,한,거,5세,53.5,56,장추열,최용구,♠표종순,4,476(-3),17.3,3.8,"계란형큰+,망사+, 혀끈","2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
4,5,4,무도,한,수,5세,58,65,먼로,이관호,황은호,목,473(0),47.5,4.8,망사,"2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
5,6,6,구름손짓해,한,거,6세,53,55,조상범,안병기,♠우태율,머리,478(-3),27.6,7.8,계란형큰,"2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
6,7,10,파이팅히어로,한,거,5세,55.5,60,다비드,서범석,♠청팅콩,¾,518(0),92.7,10.5,"계란형큰, 눈가면","2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
7,8,2,더불어숲,한,거,6세,53,55,함완식,박병일,♠이관형,½,440(0),68.6,22.8,"망사, 혀끈","2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
8,9,14,대디글로리,한,암,5세,54,61,이용호,김동균,박정배,1¼,490(8),43.0,5.2,"계란형큰, 망사눈","2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
9,10,9,룰브레이커,한,수,5세,57,63,박을운,서정하,♠오종택,½,482(-20),41.8,10.6,,"2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
10,11,3,뉴문워리어,한,거,4세,52,53,김용근,송문길,최종환,2,478(3),12.8,1.4,망사,"2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
11,12,11,황금주머니,한,거,6세,51,51,방춘식,김점오,박성하,1½,487(4),393.6,13.0,"반가지큰, 망사눈","2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
12,,5,황금해,한,수,4세,52,53,박현우,임봉춘,진교원,출전제외,469(1),----,----,망사눈,"2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
13,,13,마이티럭,한,암,5세,*52,51,이철경,서홍수,♠조병태,출전취소,0(0),----,----,,"2021년 05월 15일 (토) 제6경주 서울 제 24일 흐림 포화 15% 16:20
국3등급 1400M 핸디캡 일반 R1~65 연령오픈"
