,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,6,르루아블랑,한,암,4세,54,,신형철,박천서,♠박병룡,,463(2),6.2,2.0,망사눈,"2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
1,2,3,라온더타이거,한,거,3세,56,,최범현,박종곤,♠라온산업개발(주),1½,456(-4),4.5,1.2,망사눈,"2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
2,3,5,실버드래곤,한,거,5세,56,,우에다,임봉춘,지앤지프로덕션,2,476(-5),3.0,2.0,"반가지큰, 망사눈","2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
3,4,11,런던히트,한,암,4세,54,,박현우,안해양,임흥호,3,485(-5),22.5,4.5,"자극판, 망사","2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
4,5,7,로즈데이마린,한,암,4세,54,,장추열,홍대유,♠이경희,½,457(6),4.6,2.2,,"2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
5,6,12,레드마운틴,한,수,3세,56,,김동수,강성오,박순옥,¾,428(1),78.7,52.9,"망사, 반가지큰","2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
6,7,13,농본락,한,암,4세,54,,김효정,배대선,♠김용래,코,423(-5),9.4,3.5,망사,"2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
7,8,8,오피서커맨딩,한,암,4세,54,,박태종,최봉주,윤지중,1½,473(-5),14.9,2.1,망사눈,"2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
8,9,1,상승행진,한,수,3세,52,,(-4)김아현,지용철,곽태훈,3,463(-4),57.8,7.2,,"2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
9,10,10,모던골드,한,수,3세,56,,하정훈,심승태,김은갑,¾,455(-1),26.2,5.3,망사눈,"2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
10,11,4,럭키어필,한,수,3세,56,,부민호,김동철,♠금악목장,3,455(2),56.8,25.6,망사눈,"2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
11,12,2,블루카이저,한,암,3세,52,,(-2)임다빈,정호익,♠임동현,9,447(-5),69.1,10.9,"망사눈,JR러깅+,반가지큰-","2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
12,,9,크레이지탱크,한,수,3세,56,,조상범,신삼영,서창식,출전제외,0(0),----,----,"망사,가지+,계란형큰-","2021년 05월 08일 (토) 제3경주 서울 제 22일 맑음 다습 11% 13:20
국6등급 1200M 별정A 일반 R0~0 연령오픈"
