,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,9,특권,한,수,3세,56,,김용근,우창구,이장운,,448(6),6.9,2.5,,"2021년 05월 09일 (일) 제2경주 서울 제 23일 맑음 다습 10% 11:10
국6등급 1200M 별정A 일반 R0~0 연령오픈"
1,2,10,런던스피드,한,암,3세,54,,김정준,안해양,임흥호,½,489(4),15.2,4.3,,"2021년 05월 09일 (일) 제2경주 서울 제 23일 맑음 다습 10% 11:10
국6등급 1200M 별정A 일반 R0~0 연령오픈"
2,3,7,폴카,한,암,4세,50,,(-4)김아현,조현수,정광화,4,444(4),6.9,2.2,"계란형큰, 망사눈","2021년 05월 09일 (일) 제2경주 서울 제 23일 맑음 다습 10% 11:10
국6등급 1200M 별정A 일반 R0~0 연령오픈"
3,4,5,원더풀타이쿤,한,수,3세,56,,이철경,서홍수,♠(주)녹원목장,¾,424(-1),3.3,1.6,망사,"2021년 05월 09일 (일) 제2경주 서울 제 23일 맑음 다습 10% 11:10
국6등급 1200M 별정A 일반 R0~0 연령오픈"
4,5,6,기타리스트,한,거,3세,56,,지하주,박천서,김봉섭,2,491(-1),63.8,7.1,망사눈,"2021년 05월 09일 (일) 제2경주 서울 제 23일 맑음 다습 10% 11:10
국6등급 1200M 별정A 일반 R0~0 연령오픈"
5,6,4,매직조이,한,수,3세,56,,안토니오,서인석,최상기,1¼,515(-8),7.4,6.0,계란형큰,"2021년 05월 09일 (일) 제2경주 서울 제 23일 맑음 다습 10% 11:10
국6등급 1200M 별정A 일반 R0~0 연령오픈"
6,7,1,대지의여걸,한,암,3세,54,,김동수,강성오,김명식,¾,456(2),5.1,1.2,망사눈,"2021년 05월 09일 (일) 제2경주 서울 제 23일 맑음 다습 10% 11:10
국6등급 1200M 별정A 일반 R0~0 연령오픈"
7,8,2,라온더최강,한,암,3세,54,,박태종,박종곤,♠라온건설,3,419(-7),5.4,1.6,,"2021년 05월 09일 (일) 제2경주 서울 제 23일 맑음 다습 10% 11:10
국6등급 1200M 별정A 일반 R0~0 연령오픈"
8,9,3,과천신세계,한,암,3세,54,,조상범,신삼영,♠김성진,½,468(-1),27.2,4.5,"반가지큰+,망사눈+","2021년 05월 09일 (일) 제2경주 서울 제 23일 맑음 다습 10% 11:10
국6등급 1200M 별정A 일반 R0~0 연령오픈"
9,10,8,송암레이서,한,거,3세,56,,이동국,최용건,지원철,3,478(-10),57.3,18.5,"계란형큰, 망사눈","2021년 05월 09일 (일) 제2경주 서울 제 23일 맑음 다습 10% 11:10
국6등급 1200M 별정A 일반 R0~0 연령오픈"
