,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,5,화이트윙,한,암,3세,54.5,,이현종,이신영,구리야마 타다시,,480(-6),9999.9,5.6,,"2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
1,2,1,마하지존,한,암,3세,54.5,,박을운,최용건,장철환,코,489(14),6.4,2.8,"계란형큰, 망사","2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
2,3,7,이스트질주,한,수,3세,53.5,,(-3)임다빈,정호익,김영구,½,468(8),1.3,1.0,눈가면,"2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
3,4,12,스마트파워,한,수,3세,56.5,,김정준,송문길,김은갑,5,453(-1),6.4,2.8,망사,"2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
4,5,10,드림펠라,한,거,3세,56.5,,유승완,전승규,드림커뮤니티,머리,482(4),6.4,1.9,"망사눈, Triabit","2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
5,6,11,위닝질주,한,거,3세,56.5,,조한별,김동철,♠양순희,3,448(-6),9999.9,5.6,망사,"2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
6,7,6,거센파워,한,수,3세,56.5,,함완식,박희철,강석대,1,477(-5),9999.9,5.6,망사,"2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
7,8,4,승승파워,한,수,3세,56.5,,송재철,박천서,이진경,코,447(-1),9999.9,5.6,"반가지큰, 망사눈, 혀끈","2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
8,9,9,시크릿보스,한,수,3세,56.5,,안토니오,서홍수,김명식,2,447(3),9999.9,5.6,망사+,"2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
9,10,2,금국화,한,암,3세,54.5,,김효정,우창구,배태곤,1¾,460(6),9999.9,5.6,망사+,"2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
10,11,3,문학포리스트,한,수,3세,56.5,,이용호,박재우,황봉기,½,496(-2),9999.9,5.6,,"2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
11,12,8,옥동공주,한,암,3세,54.5,,이혁,손영표,박흥길,4,480(-2),9999.9,5.6,,"2021년 01월 29일 (금) 제3경주 서울 제 4일 맑음 다습 11% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈"
