,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,1,그린폭주,한,암,3세,55,,박을운,홍대유,김재영b,,464(-8),2.5,2.5,,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
1,2,3,블루해머,한,수,3세,57,,이혁,강환민,이종원,3,514(16),4.7,1.1,,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
2,3,13,룰즈클래스,한,수,3세,57,,김정준,김윤섭,지원철,2,468(2),8.1,2.4,망사눈,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
3,4,2,레드파인,한,암,4세,55,,함완식,곽영효,♠강균호,½,481(-2),3.5,1.7,,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
4,5,5,거센질풍,한,수,3세,57,,안토니오,이신영,강석대,½,495(1),16.3,2.3,"계란형큰, 망사눈","2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
5,6,11,누비고,한,수,3세,57,,문성혁,서인석,천병득,1½,515(-6),9.2,2.9,,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
6,7,10,엑톤질주,한,수,3세,54,,(-3)임다빈,손영표,임정균,1¼,485(8),31.1,8.0,,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
7,8,12,시크릿보스,한,수,3세,53,,(-4)김아현,서홍수,김명식,1¼,465(18),139.0,10.1,망사,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
8,9,8,서울데이,한,거,4세,57,,김옥성,박희철,조병해,2,491(5),775.1,8.6,,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
9,10,7,럭키어필,한,수,3세,57,,윤태혁,김동철,♠금악목장,1,453(1),610.7,40.6,망사눈,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
10,11,9,금아콜로설,한,수,4세,57,,유승완,이신영,♠금아산업(주),1,482(-1),806.1,11.4,망사눈,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
11,12,4,에피파니,한,수,3세,57,,정정희,안병기,♠우태율,4,490(6),255.1,12.9,"계란형큰, 망사눈","2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
12,13,6,나도야금,한,수,3세,57,,김귀배,이희영,이창모,머리,478(4),335.9,11.6,망사눈,"2021년 04월 25일 (일) 제3경주 서울 제 19일 맑음 건조 4% 11:40
국6등급 1200M 별정A 일반 R0~0 연령오픈"
