,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,10,케이엔메니퀸,한,암,3세,54.5,,문세영,박대흥,조경수,,486(-2),14.4,1.2,망사+,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
1,2,11,대지의여걸,한,암,3세,54.5,,김동수,강성오,김명식,5,449(6),9999.9,9999.9,망사눈,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
2,3,5,쇼메이커,한,암,3세,54.5,,김정준,송문길,최종환,1,434(-2),9999.9,9999.9,,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
3,4,3,테이크하트,한,암,3세,54.5,,송재철,임봉춘,홍종운,¾,449(-5),9999.9,1.2,"계란형큰,망사+,눈가면-","2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
4,5,12,리드보컬,한,암,3세,54.5,,신형철,안병기,강현철,¾,486(-12),2.4,1.2,망사눈,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
5,6,4,보라퀸,한,암,3세,54.5,,김효정,박희철,윤명수,1,461(-6),2.9,1.2,,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
6,7,1,텐스타,한,암,3세,54.5,,김옥성,김동철,♠김선식,5,436(-28),9999.9,9999.9,망사눈,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
7,8,2,럭키밸리,한,암,3세,54.5,,하정훈,구자흥,정찬헌,1¼,513(11),9999.9,5.9,"계란형큰,눈가면+,혀끈-","2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
8,9,13,화려한강산,한,암,3세,54.5,,방춘식,홍대유,김경민,2,441(-3),9999.9,9999.9,망사눈,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
9,10,6,댄싱위드유,한,암,3세,54.5,,이용호,박재우,서창식,머리,441(3),2.4,5.9,망사,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
10,11,7,글리밍,한,암,3세,54.5,,우에다,송문길,김명식,½,452(-4),9999.9,9999.9,,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
11,12,14,런투골,한,암,3세,54.5,,함완식,강성오,씨유네트워크,2,432(-10),9999.9,9999.9,망사눈,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
12,13,8,블루카이저,한,암,3세,54.5,,장추열,정호익,♠임동현,¾,454(-6),9999.9,9999.9,망사눈+,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
13,14,9,세명엠파이어,한,암,3세,54.5,,안효리,신삼영,이기철,12,469(8),9999.9,9999.9,망사,"2021년 02월 05일 (금) 제3경주 서울 제 5일 맑음 다습 10% 10:55
국6등급 1200M 별정A 일반 R0~0 연령오픈 암"
