,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,10,개나리송,한,거,5세,56,76,문세영,박대흥,김원숙,,528(2),9999.9,9999.9,망사,"2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
1,2,1,파크삭스,미,수,6세,*52,67,조상범,강환민,♠김창식,3,500(2),9999.9,9999.9,망사,"2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
2,3,4,이겨주마,미,거,6세,56.5,77,먼로,홍대유,황봉기,1½,568(5),9999.9,9999.9,Triabit,"2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
3,4,6,피닉스선,한,거,8세,55.5,75,장추열,박대흥,남승현,½,479(10),9999.9,9999.9,반가지큰,"2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
4,5,9,대박행진,미,암,5세,52,72,박병윤,이관호,최수군,½,433(-2),9999.9,9999.9,"반가지큰, 망사눈","2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
5,6,12,돌아온날리,미,수,7세,*52,66,하정훈,신삼영,♠태희종합건설,목,514(5),9999.9,9999.9,"계란형큰, 망사눈, 승인편자,혀끈-","2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
6,7,11,조우니가,미,암,5세,*52,69,조한별,임봉춘,안희철,목,439(-7),9999.9,9999.9,,"2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
7,8,2,빅이어,한,암,6세,*52,68,송재철,송문길,최몽주,1,536(-2),9999.9,9999.9,,"2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
8,9,3,레드블레이드,한,거,5세,54,78,(-3)임다빈,임채덕,♠김형란,1,507(1),9999.9,9999.9,"망사눈,Triabit+","2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
9,10,5,베스트에버,한,수,6세,*52,66,박태종,박종곤,김정철,목,479(-15),9999.9,9999.9,망사눈,"2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
10,11,7,환상스타,미,수,5세,53.5,71,이철경,서인석,최영훈,3,470(-4),9999.9,9999.9,,"2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
11,12,8,금석돌파,미,거,5세,51,51,지하주,김동철,♠유희태,13,513(6),9999.9,9999.9,,"2021년 01월 08일 (금) 제15경주 서울 제 1일 맑음 양호 9% 16:50
2등급 1400M 핸디캡 일반 R1~80 연령오픈"
