,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,8,대지의여인,한,암,4세,*52,40,문세영,강성오,김세민,,445(0),2.1,1.2,"계란형큰, 망사","2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
1,2,11,라온윌리엄스,한,암,5세,*52,38,조상범,안병기,♠라온산업개발(주),3,445(-18),9999.9,9999.9,망사,"2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
2,3,5,드림포레,한,수,4세,57.5,49,송재철,김동균,드림커뮤니티,2½,525(-13),5.2,1.2,,"2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
3,4,4,루이사,한,암,4세,53,44,이현종,임봉춘,김철,½,465(-1),10.4,2.9,망사+,"2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
4,5,2,드림머니,한,거,5세,*52,37,다비드,박윤규,박덕희,목,482(-4),9999.9,5.9,망사눈,"2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
5,6,1,핵삭스,한,수,4세,55.5,45,안토니오,강환민,♠김창식,코,486(-19),9999.9,2.0,자극판,"2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
6,7,3,심플스타일,한,수,4세,52,38,박현우,송문길,(주)나스카,3,475(6),9999.9,9999.9,"망사눈+,계란형큰-,눈가면-","2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
7,8,9,송암티즈,한,수,4세,54,42,먼로,박대흥,지원철,7,485(-1),9999.9,9999.9,"계란형큰, 망사","2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
8,9,6,슈퍼럭키보이,한,수,4세,*52,37,박을운,조현수,♠신우철,1¼,524(9),9999.9,1.2,,"2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
9,10,10,피케이전사,한,거,5세,55.5,45,함완식,김동균,♠김태성,½,485(-2),9999.9,5.9,망사눈,"2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
10,11,7,피렌체힐,한,수,5세,54,50,(-4)김아현,신삼영,안병렬,1¼,494(4),9999.9,9999.9,망사눈,"2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
11,12,12,골드브릿지,한,거,4세,*52,37,김정준,최영주,손병현,9,539(5),2.1,9999.9,"망사눈,혀끈-","2021년 01월 29일 (금) 제12경주 서울 제 4일 맑음 다습 11% 15:35
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
