,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,14,럭키재산,한,암,3세,51,39,임기원,박재우,최기영,,442(-1),2.6,1.5,,"2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
1,2,3,교룡득수,한,수,4세,*52,37,조상범,지용철,♠(주)디알엠씨티,머리,515(5),24.3,1.7,"계란형큰, 망사눈","2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
2,3,1,라온다이아,한,암,3세,*52,37,이혁,박종곤,♠라온건설,4,432(-3),3.1,2.2,,"2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
3,4,2,자이언트걸,한,암,4세,51,37,김동수,김동균,♠신윤경,3,488(12),6.9,1.6,"계란형큰, 망사눈","2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
4,5,13,굿바우,한,암,4세,52,42,다비드,이희영,이재상,¾,483(0),13.1,2.7,망사눈,"2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
5,6,10,비르투스,한,암,5세,53,44,박병윤,홍대유,양경필,1¾,507(11),124.5,20.1,눈가면,"2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
6,7,12,초토마,한,거,4세,52,38,(-1)문성혁,전승규,♠박남성,¾,476(-2),5.2,1.7,"망사, Triabit","2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
7,8,9,탑뮤직,한,거,5세,53.5,41,방춘식,서홍수,윤훈열,목,466(6),38.5,11.5,망사눈,"2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
8,9,11,미사일캔디,한,수,6세,*52,36,문정균,최영주,이장운,4,444(-1),39.7,36.4,망사눈,"2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
9,10,7,라이징삭스,한,암,6세,*52,36,하정훈,이관호,♠김창식,코,477(15),749.0,43.5,"자극판, 망사눈, 혀끈","2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
10,11,8,한라블로섬,한,수,4세,52,36,이동국,리카디,강홍수,머리,503(3),80.5,6.0,"망사눈,혀끈+","2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
11,12,6,인디언보스,한,수,5세,*52,36,김옥성,김동철,♠코리아호스랜드,1½,478(-5),353.5,39.8,"망사눈,계란형큰-","2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
12,13,5,스마티아델,한,암,5세,52,42,이용호,송문길,이종훈,¾,433(5),155.6,14.8,망사,"2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
13,14,4,스트롱러너,한,수,6세,57,48,안효리,서범석,이성헌,4,480(1),176.8,45.0,"계란형큰, 망사","2021년 03월 14일 (일) 제11경주 서울 제 9일 흐림 건조 4% 16:00
국4등급 1200M 핸디캡 일반 R1~50 연령오픈"
