,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,4,어마어마,미,수,4세,*52,88,문세영,송문길,(주)나스카,,491(-3),8.8,4.3,"계란형큰, 망사눈","2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
1,2,6,도끼블레이드,한,수,5세,*52,99,먼로,박대흥,♠김형란,3,535(-10),11.7,9999.9,"계란형큰, 망사, 혀끈","2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
2,3,14,짱콩,미,수,6세,*52,86,이현종,배대선,♠이태인,3,493(-5),11.7,1.0,망사,"2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
3,4,13,모르피스,미,거,6세,60,124,빅투아르,이관호,♠박남성,¾,534(16),11.7,9999.9,"계란형큰, 망사눈","2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
4,5,12,엠제이파워,미,거,5세,*52,97,이기회,김동균,♠박정재,2½,522(8),11.7,9999.9,,"2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
5,6,10,마이티고,미,거,4세,*52,83,박태종,서홍수,♠조병태,머리,471(0),8.8,9999.9,"계란형큰, 망사","2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
6,7,9,스카이베이,미,암,6세,*52,110,이혁,이신영,황영금,½,502(-2),11.7,9999.9,망사,"2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
7,8,7,크레이지팩터,호,수,6세,*52,69,이철경,강환민,서창식,2,512(-14),11.7,9999.9,"계란형큰, 망사","2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
8,9,3,장산파워,한,수,7세,55,114,다비드,박재우,♠김병진,¾,520(5),11.7,9999.9,망사눈,"2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
9,10,5,하바나찰리,미,거,5세,*52,97,유승완,최용구,♠강무웅,½,537(-8),11.7,9999.9,,"2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
10,11,11,리드머니,한,암,7세,51,88,김동수,박윤규,박덕희,¾,496(4),11.7,9999.9,"계란형큰, 망사눈","2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
11,12,2,탭패션드,미,거,6세,*52,84,김효정,배대선,♠김진영a,7,450(8),11.7,9999.9,망사,"2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
12,13,8,해후,한,수,6세,*52,89,조상범,조현수,♠김선식,1,461(8),11.7,9999.9,,"2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
13,14,1,나스카프린스,한,수,7세,*52,91,우에다,송문길,(주)나스카,4,493(-1),11.7,9999.9,망사눈,"2021년 02월 05일 (금) 제12경주 서울 제 5일 맑음 다습 10% 15:35
1등급 1400M 핸디캡 일반 R1~140 연령오픈"
