,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,6,장산골드,미,암,4세,54,44,문세영,최용건,♠김병진,,509(3),5.1,1.3,망사,"2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
1,2,5,글로벌조이,미,암,4세,56.5,49,장추열,정호익,♠장재형,1¼,498(2),1.6,1.3,"계란형큰, 망사눈","2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
2,3,9,레이스로열,미,암,3세,52.5,41,다비드,서인석,최상기,1½,451(8),4.2,1.7,눈가면,"2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
3,4,11,세렌디피티야,미,암,4세,*52,36,이현종,안병기,♠우태율,1¾,479(8),147.5,5.2,망사눈,"2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
4,5,13,문학젠야타,미,암,3세,57,50,최범현,박종곤,권경자,1,465(1),8.4,1.9,망사눈,"2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
5,6,10,문학리워드,미,암,4세,54.5,45,신형철,홍대유,권경자,목,444(-1),148.3,7.7,,"2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
6,7,4,엠제이포인트,미,암,3세,*52,39,함완식,김동균,♠박정재,목,456(5),20.3,1.7,망사눈+,"2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
7,8,1,방탄마,한,암,5세,51,42,(-4)김아현,지용철,김영진,4,467(-4),345.5,36.9,망사,"2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
8,9,3,에스삭스,미,암,4세,*52,36,조상범,리카디,♠김창식,2½,436(1),192.2,9.8,"계란형큰+, 망사눈","2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
9,10,14,천사박,미,암,4세,52,40,김효정,배대선,♠(주)디알엠씨티,½,443(-8),682.4,36.3,망사눈,"2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
10,11,7,파노라마퀸,미,암,3세,*52,37,송재철,김동균,김영근,9,463(-2),135.8,31.4,계란형큰,"2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
11,12,8,대동포스,미,암,3세,*52,38,박상우,최영주,손병철,코,441(10),880.5,188.3,"반가지큰, 눈가면","2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
12,13,2,빅토리고고,미,암,4세,*52,36,이동국,서인석,최영훈,13,462(-1),132.5,63.8,"계란형큰, 망사눈","2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
13,,12,마이티붐,미,암,4세,55.5,47,빅투아르,서홍수,♠조병태,출전취소,0(0),----,----,"계란형큰, 망사, 혀끈","2021년 04월 25일 (일) 제6경주 서울 제 19일 맑음 건조 4% 14:45
혼4등급 1200M 핸디캡 일반 R1~50 연령오픈 암"
