,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,6,옥스퍼드킹,한,수,3세,55,32,안토니오,박재우,민형근,,470(4),7.8,1.6,망사,"2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
1,2,3,하이하이,한,수,3세,55,32,함완식,정호익,김경민,5,532(-9),1.5,1.2,"계란형큰, 망사눈","2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
2,3,7,달리는빛깔,한,수,4세,55.5,32,김용근,지용철,김종식,1¾,484(4),10.0,2.6,망사눈,"2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
3,4,5,파이팅나우,한,수,4세,54.5,30,최범현,박종곤,김정철,1¾,477(6),6.3,2.3,망사눈,"2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
4,5,2,용마루구,한,거,4세,53,27,박태종,우창구,장수영,2,503(-6),34.5,4.7,망사눈,"2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
5,6,4,영주스톤,한,수,4세,52,25,김옥성,서정하,유영준,1½,489(7),481.5,22.2,"반가지큰,망사-","2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
6,7,10,클레이위너,한,수,4세,53.5,28,조한별,배휴준,♠김용래,½,498(0),38.8,3.3,눈가면,"2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
7,8,1,바디스타,한,수,4세,54,29,조상범,임봉춘,김진태a,코,479(1),27.9,5.8,"망사눈,반가지큰-","2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
8,9,12,와일드우즈,한,거,4세,53.5,28,박현우,최용구,최동근,½,489(-5),54.0,4.0,망사눈,"2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
9,10,9,왕인행차,한,수,4세,53.5,28,우에다,서홍수,전영규,3,480(4),72.8,20.3,"계란형큰, 망사눈","2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
10,11,8,럭키마이더스,한,수,5세,56.5,34,김정준,김윤섭,조창규,½,474(4),92.6,10.0,계란형큰,"2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
11,12,11,금아키튼,한,수,4세,56,33,이혁,이신영,♠금아산업(주),머리,505(-16),34.5,4.2,"계란형큰, 망사눈, 혀끈","2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
12,13,13,퓨처파이어,한,거,4세,53.5,28,문정균,최영주,손병현,1,484(-2),438.1,26.9,"계란형큰, 망사눈","2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
13,14,14,원더케이,한,수,5세,51,26,(-3)임다빈,우창구,강경운,3,477(0),137.0,16.0,"망사눈, Triabit","2021년 03월 28일 (일) 제10경주 서울 제 11일 흐림 포화 18% 15:30
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
