,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,13,카빙크로스,한,수,4세,55.5,45,함완식,김동균,♠공이공팔,,493(8),2.2,1.0,망사눈,"2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
1,2,6,스피드고,한,수,4세,52.5,41,(-1)문성혁,서인석,고재완,3,493(5),4.3,1.8,"계란형큰, 눈가면","2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
2,3,10,티즈시티,한,수,5세,55,44,이용호,서인석,♠김병진,6,489(9),21.6,1.5,"계란형큰, 망사눈","2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
3,4,8,다이아키,한,수,4세,52,38,김효정,배대선,강종우,4,469(7),9999.9,9999.9,망사,"2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
4,5,7,정문서미트,한,수,4세,57,48,김정준,홍대유,김재영b,½,502(4),9999.9,9999.9,망사,"2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
5,6,2,스트롱벌처,한,거,5세,53.5,41,빅투아르,서범석,이성헌,3,458(4),4.3,1.8,망사눈,"2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
6,7,9,질주의꿈,한,암,4세,*52,40,문세영,박대흥,♠박남성,1½,507(0),9999.9,9.1,"망사, 승인편자","2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
7,8,4,만석지기,한,수,5세,53,40,최범현,박종곤,강태구,2,475(-3),21.6,4.5,망사눈,"2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
8,9,12,빅페이스,한,거,4세,53,40,먼로,박윤규,이방훈,1,492(2),9999.9,9999.9,눈가면,"2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
9,10,11,블레이드스톰,한,거,5세,54.5,43,하정훈,신삼영,이기철,1¾,477(-8),9999.9,9999.9,"망사+,JR러깅+,혀끈-","2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
10,11,1,킹오브선데이,한,수,5세,*52,36,조상범,배휴준,양현모,2½,497(-2),9999.9,9999.9,망사눈,"2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
11,12,5,원더풀헤네시,한,암,5세,*52,41,이혁,임봉춘,♠지대섭,6,503(2),9999.9,9999.9,"반가지큰, 망사눈","2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
12,13,3,럭키상운,한,수,4세,56,46,이현종,박재우,최기영,3,514(9),9999.9,9999.9,망사눈,"2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
13,14,14,블루케이,한,암,4세,54.5,47,신형철,송문길,강경운,1¾,522(-6),4.3,1.8,망사,"2021년 02월 05일 (금) 제7경주 서울 제 5일 맑음 다습 10% 13:15
국4등급 1400M 핸디캡 일반 R1~50 연령오픈"
