,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,7,서에번쩍,한,수,3세,54,29,이철경,서인석,김명환,,475(-1),7.1,1.6,"계란형큰, 눈가면","2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
1,2,14,블레싱로드,한,암,6세,53,31,박상우,서범석,♠무라카미 켄세이,1¼,405(4),91.7,37.6,"계란형큰, 망사","2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
2,3,13,조이오브킹,한,거,5세,54.5,30,김동수,조현수,♠신우철,2,501(4),21.9,3.5,"자극판+, 망사,계란형큰-","2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
3,4,4,기븐러너,한,수,5세,56,33,정정희,안병기,박정웅,3,467(-4),16.6,3.6,망사눈,"2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
4,5,1,캐치참,한,암,3세,53.5,32,문세영,강성오,김세민,½,462(11),1.7,1.2,눈가면+,"2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
5,6,6,장수나봄,한,수,4세,53.5,28,다비드,박재우,서동해,1½,458(-2),143.7,6.4,망사눈,"2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
6,7,2,스타워즈,한,거,3세,54,29,송재철,서홍수,이본희,½,469(7),11.7,1.9,"계란형큰, 망사눈","2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
7,8,5,배다리캔디,한,암,3세,51,29,(-3)임다빈,홍대유,♠송한우,¾,461(3),142.8,12.2,망사,"2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
8,9,10,천세만세,한,수,5세,52,25,조상범,박희철,신영식,½,527(2),222.9,20.4,망사눈,"2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
9,10,9,선오브스톰,한,거,4세,54.5,30,최범현,박대흥,양동희,코,508(-9),4.6,1.7,,"2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
10,11,11,안양재규어,한,암,5세,53.5,32,권석원,구자흥,(주)에이에프피,목,433(-1),22.3,32.8,"반가지큰, 승인편자","2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
11,12,8,굿초이스,한,수,6세,51,21,박태종,김점오,박재범,2,523(-4),384.7,31.2,"계란형큰, 망사눈","2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
12,13,12,메이블루,한,암,4세,*52,26,김효정,박윤규,박덕희,1¼,431(-10),124.9,5.6,"계란형큰, 망사","2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
13,14,3,대한챔프,한,수,5세,52.5,26,조한별,서정하,대한사료,3,469(-4),121.1,23.8,,"2021년 04월 04일 (일) 제5경주 서울 제 13일 맑음 포화 16% 13:50
국5등급 1200M 핸디캡 일반 R1~35 연령오픈"
