,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,12,하이하이,한,수,3세,56.5,,장추열,정호익,김경민,,541(16),1.0,1.5,"계란형큰, 망사눈","2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
1,2,13,스타워즈,한,거,3세,56.5,,송재철,서홍수,이본희,10,462(4),9999.9,1.5,"계란형큰, 망사눈","2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
2,3,14,탑퀄리티,한,수,3세,56.5,,박태종,박종곤,김정철,3,478(-3),9999.9,4.5,망사눈,"2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
3,4,8,아침함성,한,암,3세,54.5,,김동수,박희철,이미경,½,442(1),9999.9,9999.9,"망사눈,계란형큰-","2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
4,5,6,찬기참,한,암,3세,53.5,,(-1)문성혁,강성오,김세민,1,441(-5),9999.9,9999.9,"반가지큰, 망사눈","2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
5,6,3,바이스로이,한,수,3세,56.5,,김덕현,임봉춘,김진태a,1¼,481(5),9.6,4.5,망사,"2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
6,7,1,아델나래,한,수,3세,56.5,,신형철,송문길,이종훈,4,504(-8),9.6,1.5,,"2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
7,8,10,더파이팅,한,수,3세,56.5,,빅투아르,박병일,김정철,목,496(10),9999.9,1.5,,"2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
8,9,7,명진볼트,한,거,4세,57,,하정훈,임봉춘,정은섭,2,457(-20),9999.9,9999.9,,"2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
9,10,11,위닝메이커,한,암,3세,54.5,,권석원,조현수,김갑수,2,460(-3),9999.9,9999.9,"계란형큰, 망사","2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
10,11,5,광야의전설,한,수,3세,56.5,,유승완,김윤섭,김광영,4,492(1),9999.9,9999.9,망사,"2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
11,12,4,클라우터,한,거,3세,56.5,,최범현,곽영효,♠김용래,4,464(-9),9999.9,9999.9,,"2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
12,13,2,멜로디퀸,한,암,3세,54.5,,박상우,유재길,김명식,5,390(-2),9999.9,9999.9,,"2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
13,14,9,명진캠프,한,암,3세,54.5,,안토니오,박대흥,정은섭,1½,458(-3),9999.9,1.5,"계란형큰,망사눈+","2021년 02월 05일 (금) 제4경주 서울 제 5일 맑음 다습 10% 11:20
국6등급 1300M 별정A 일반 R0~0 연령오픈"
