,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,1,티케파이어,한,수,4세,54,29,이현종,최영주,손병현,,499(-7),17.3,1.5,망사눈,"2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
1,2,12,러피언파크,한,거,4세,52,25,이혁,김동철,박종율,1½,470(-13),155.9,20.3,"망사눈, 혀끈","2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
2,3,11,스타블레이드,한,수,3세,55.5,32,안토니오,토니,♠김형란,목,488(1),2.3,1.3,"계란형큰+, 망사눈,혀끈+","2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
3,4,8,디에코,한,암,4세,*52,24,이준철,김대근,안희철,¾,473(-3),26.0,5.2,,"2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
4,5,3,블랙참,한,수,3세,55,31,김용근,송문길,김세민,1,475(6),1.9,1.1,,"2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
5,6,7,일보등천,한,수,4세,52,31,(-3)임다빈,안병기,♠김기종,머리,520(11),22.1,2.4,"계란형큰, 망사눈","2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
6,7,10,마패봉,한,수,6세,56,33,문정균,지용철,박시용,½,470(-6),227.2,7.0,망사눈,"2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
7,8,9,대싱카누,한,암,5세,53.5,32,조한별,유재길,박정열,1¼,505(14),157.0,11.5,망사,"2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
8,9,4,백두거포,한,거,5세,54.5,30,조상범,구자흥,♠김봉겸,5,474(1),147.3,32.7,"자극판, 계란형큰, 망사","2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
9,10,6,서던맨,한,거,5세,54,29,빅투아르,홍대유,♠이경희,1¼,474(2),26.4,3.8,"양털코, 혀끈","2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
10,11,5,미라클호프,한,수,5세,55,31,이용호,우창구,변갑한,1¼,482(6),1124.0,43.8,"망사,Triabit+","2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
11,12,2,올마이퀸,한,암,5세,51,27,박태종,김동철,♠양순희,½,439(9),10.4,4.8,"망사, 반가지큰","2021년 04월 10일 (토) 제6경주 서울 제 14일 맑음 양호 6% 16:20
국5등급 1700M 핸디캡 일반 R1~35 연령오픈"
