,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,9,마이티칩,미,수,3세,58,50,안토니오,서홍수,♠조병태,,516(5),1.7,1.3,눈가면,"2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
1,2,2,대디코잔,미,거,4세,54.5,42,함완식,최상식,강석대,코,459(4),4.6,1.6,망사눈,"2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
2,3,14,스피디루키,미,수,3세,53,40,송재철,송문길,이미양,코,461(-9),9.4,1.7,"반가지큰, 망사눈","2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
3,4,3,에코빅터,미,거,4세,58,49,박태종,김점오,♠이일형,¾,506(1),5.0,1.6,"반가지큰, 망사눈","2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
4,5,1,강남맨,미,수,4세,53,39,박을운,박천서,♠박평양,3,430(8),644.4,38.1,"망사눈,혀끈+, Triabit","2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
5,6,5,선포레,미,거,4세,*52,36,조상범,배휴준,서상주,1¼,468(2),279.0,5.8,망사눈,"2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
6,7,11,무소의뿔,호,거,5세,51.5,36,우에다,송문길,지앤지프로덕션,½,540(0),184.1,30.9,망사,"2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
7,8,10,창성수호,뉴,수,4세,*52,36,이혁,안해양,임흥호,1½,490(9),23.0,4.1,망사,"2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
8,9,12,남촌데이,미,거,5세,56,45,먼로,박대흥,남승현,¾,489(10),50.0,2.8,"계란형큰,혀끈+,눈가면+","2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
9,10,4,문학럭키,미,거,3세,51.5,37,임기원,박재우,권경자,2½,422(-8),44.0,18.7,,"2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
10,11,6,타우러스,한,수,6세,57,47,안효리,박병일,♠한명로,1½,500(11),63.5,7.2,,"2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
11,12,8,스카이홀드,미,거,4세,*52,36,이기회,김동균,권용수,4,474(6),196.1,35.1,계란형큰,"2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
12,13,13,스트로리아,미,암,6세,*52,37,박현우,최용구,♠표종순,10,491(25),157.4,12.9,망사눈,"2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
13,14,7,철심장,호,거,4세,52,37,조한별,김대근,이미양,11,520(10),190.6,23.3,,"2021년 03월 14일 (일) 제8경주 서울 제 9일 흐림 건조 4% 14:30
혼4등급 1400M 핸디캡 일반 R1~50 연령오픈"
