,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,13,동진최강,한,수,3세,57,,박태종,박윤규,민규동,,492(-4),1.5,1.0,"계란형큰+, 망사눈","2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
1,2,1,피케이로드,한,암,3세,55,,우에다,손영표,♠김태성,3,456(-1),4.2,1.2,,"2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
2,3,3,골드케이,한,거,3세,57,,장추열,박대흥,강경운,1¾,463(1),113.6,25.0,"망사,혀끈-","2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
3,4,7,이무기,한,수,3세,57,,함완식,이관호,황은호,코,456(-6),68.5,4.6,망사눈,"2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
4,5,2,코리아기적,한,거,4세,57,,안토니오,지용철,♠오종환,½,479(6),11.5,4.0,,"2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
5,6,9,초인스파크,한,수,3세,57,,정정희,안병기,♠박남성,4,490(2),25.0,14.6,"계란형큰, 망사눈","2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
6,7,4,런런런,한,수,3세,57,,최범현,서범석,♠청메이칭,½,464(-2),50.5,4.7,,"2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
7,8,8,거센돌풍,한,수,3세,57,,문정균,최상식,강석대,½,465(0),12.8,2.6,망사눈,"2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
8,9,10,어드밴스,한,암,4세,51,,(-4)김아현,최봉주,정승희,1½,424(-2),133.3,13.3,망사눈,"2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
9,10,6,라온더삭스,한,암,3세,55,,이혁,박종곤,♠라온산업개발(주),2½,453(-7),29.9,5.6,망사눈,"2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
10,11,11,금성패션,한,암,3세,55,,김옥성,김윤섭,조창규,2,462(4),172.4,40.5,망사눈,"2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
11,12,5,금아매저스티,한,수,5세,57,,부민호,심승태,♠금아산업(주),¾,524(2),19.4,5.3,"계란형큰, 눈가면","2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
12,13,12,패밀리캡틴,한,수,3세,57,,박현우,임봉춘,류재욱,¾,443(5),120.5,82.4,눈가면,"2021년 04월 10일 (토) 제2경주 서울 제 14일 맑음 양호 6% 12:00
국6등급 1200M 별정A 일반 R0~0 연령오픈"
