,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,1,시리우스에이,미,수,3세,56.5,46,문세영,박대흥,♠박남성,,565(-3),9999.9,1.0,"계란형큰,망사+,망사눈-","2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
1,2,5,베링맨,미,거,3세,53.5,38,먼로,박천서,♠박평양,10,456(-10),9999.9,6.9,"망사, 반가지큰","2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
2,3,4,엘리트라인,미,수,4세,54,36,신형철,이희영,♠태희종합건설,6,511(-3),9999.9,6.9,"망사, 승인편자","2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
3,4,12,장산탱크,미,거,4세,57,46,함완식,최용건,♠김병진,4,519(-7),9999.9,2.3,"계란형큰, 망사눈","2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
4,5,6,메디치스토리,호,수,5세,54,38,송재철,송문길,(주)나스카,1¼,492(-12),9999.9,2.3,"망사눈, 혀끈","2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
5,6,3,에이스파워풀,미,거,4세,54,36,지하주,박천서,윤훈현,½,461(-11),9999.9,6.9,망사눈,"2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
6,7,11,유니콘알파,미,수,3세,53.5,38,유승완,최용구,권태석,1½,508(-9),9999.9,6.9,Triabit,"2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
7,8,7,문학스카이,미,수,4세,55,41,김동수,박병일,황봉기,1¼,494(-4),9999.9,2.3,"계란형큰,망사눈-","2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
8,9,10,에스삭스,미,암,4세,52,36,다비드,리카디,♠김창식,2½,435(-6),9999.9,1.4,"망사눈+,계란형큰-,망사-","2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
9,10,9,위너챔프,미,거,4세,54,36,박상우,곽영효,♠강균호,7,485(0),9999.9,9999.9,"계란형큰, 망사눈","2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
10,11,2,로열함성,뉴,거,4세,54,37,박현우,이관호,황의영,4,468(-13),9999.9,9999.9,"계란형큰, 망사눈","2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
11,12,8,월드캡틴,미,수,4세,54,37,이철경,배휴준,♠김진영a,41,522(-6),9999.9,9999.9,망사,"2021년 01월 29일 (금) 제14경주 서울 제 4일 맑음 다습 11% 16:30
혼4등급 1700M 별정B 일반 R1~50 연령오픈"
