,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,added_feature
0,1,5,스포트라이트,한,수,3세,56.5,,신형철,송문길,(주)나스카,,490(4),2.7,2.0,,"2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
1,2,9,베스트스톰,한,수,4세,57,,김덕현,박재우,♠박정재,1¼,493(8),13.6,5.9,망사눈,"2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
2,3,10,알찬누리,한,거,4세,57,,장추열,정호익,♠김광명,6,483(-1),2.7,2.0,"계란형큰, 망사눈","2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
3,4,6,에이스프린스,한,수,3세,56.5,,송재철,최봉주,우상우,2½,466(-5),9999.9,2.0,망사눈,"2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
4,5,1,로열영광,한,수,3세,56.5,,빅투아르,박병일,이장호,1,467(-2),9999.9,5.9,"계란형큰, 망사눈","2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
5,6,3,베가킹,한,수,4세,57,,김효정,배대선,김정두,½,433(-3),9999.9,5.9,망사,"2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
6,7,4,해찬,한,수,4세,57,,임기원,안병기,♠박남성,½,502(-25),2.7,2.0,"계란형큰, 망사","2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
7,8,2,킬라타스,한,수,4세,57,,김옥성,서정하,♠오종택,1½,496(8),9999.9,5.9,"계란형큰, 망사","2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
8,9,7,슈퍼마스터,한,수,4세,54,,(-3)임다빈,박윤규,김지훈,2½,452(12),9999.9,2.0,"계란형큰, 망사눈, 혀끈","2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
9,10,8,환상터치,한,암,4세,55,,조한별,김대근,♠임동현,1½,446(16),9999.9,5.9,,"2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
10,11,12,마스터선샤인,한,수,3세,56.5,,다비드,서홍수,김세민,15,492(7),9999.9,5.9,망사+,"2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
11,12,11,컴플리트샤인,한,암,4세,55,,유승완,조현수,♠장석영,5,492(4),13.6,5.9,"계란형큰, 망사","2021년 01월 22일 (금) 제5경주 서울 제 3일 흐림 다습 12% 11:50
국6등급 1400M 별정A 일반 R0~0 연령오픈"
